Category,Model,Model Year,Manufacturer,Fuel,All-Electric Range,PHEV Total Range,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Number of Passengers
Vocational/Cab Chassis,"G1, G2",0.0,Greenkraft,Propane|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,"G3, G4",0.0,Greenkraft,Propane|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Passenger Van/Shuttle Bus,AV Star,0.0,GreenPower Motor Company,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Up to 21
School Bus,BEAST,0.0,GreenPower Motor Company,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90
Transit Bus,EV250,0.0,GreenPower Motor Company,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21 + 2 wheelchair
Transit Bus,EV350,0.0,GreenPower Motor Company,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40 + 2 wheelchair
Transit Bus,EV550,0.0,GreenPower Motor Company,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Up to 99
Passenger Van/Shuttle Bus,EV Star,0.0,GreenPower Motor Company,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Up to 21
Passenger Van/Shuttle Bus,EV Star+,0.0,GreenPower Motor Company,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24
Van,EV Star Cargo,0.0,GreenPower Motor Company,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab ChassisVan,EV Star Cargo+,0.0,GreenPower Motor Company,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,EV Star CC,0.0,GreenPower Motor Company,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,"Front Loader: Half/Pack (including Automated), Half/Pack Freedom, Half/Pack Sierra, Half/Pack Low Rider (including Automated)",0.0,Heil Environmental,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,"Rear Loader: PowerTrak, PowerTrak Commercial, DuraPack 4060 and 5000, PT 1000, Under CDL Mini Rear Loader",0.0,Heil Environmental,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,"Side Loader: Command-SST, DuraPack Python and Rapid Rail, Liberty and MultiPack Automated",0.0,Heil Environmental,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,L6 Conventional,0.0,Hino,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,L7 Conventional,0.0,Hino,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
TractorVocational/Cab Chassis,XL7 Conventional,0.0,Hino,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
TractorVocational/Cab Chassis,XL8 Conventional,0.0,Hino,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Passenger Van/Shuttle Bus,Carriage ,0.0,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24
Passenger Van/Shuttle Bus,Commuter,0.0,Hometown Manufacturing,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
Passenger Van/Shuttle Bus,Commuter,0.0,Hometown Manufacturing,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
Transit Bus,Mainstreet,0.0,Hometown Manufacturing,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
Transit Bus,Mainstreet,0.0,Hometown Manufacturing,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
Transit Bus,Streetcar,0.0,Hometown Manufacturing,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
Passenger Van/Shuttle Bus,Streetcar,0.0,Hometown Manufacturing,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
Transit Bus,Streetcar,0.0,Hometown Manufacturing,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
Transit Bus,Urban,0.0,Hometown Manufacturing,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
Transit Bus,Urban,0.0,Hometown Manufacturing,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
Transit Bus,View,0.0,Hometown Manufacturing,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Max 42
Transit Bus,View,0.0,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
Passenger Van/Shuttle Bus,Villager,0.0,Hometown Manufacturing,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
Passenger Van/Shuttle Bus,Villager,0.0,Hometown Manufacturing,CNG - Compressed Natural Gas|Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
School Bus,CE Series,0.0,IC Bus,Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78
School Bus,Electric CE Series,0.0,IC Bus,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,Max 77
Vocational/Cab Chassis,eMV,0.0,International,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Vocational/Cab Chassis,"FTR, FVR",0.0,Isuzu,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,"NPR-HD, NPR-XD, NQR, NRR",0.0,Isuzu,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tractor,Ottawa T2E+,0.0,Kalmar,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,K270/K370,0.0,Kenworth,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,T180/T280,0.0,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tractor,T680,0.0,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tractor,T680E,0.0,Kenworth,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tractor,T880,0.0,Kenworth,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,T880,0.0,Kenworth,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,LION6,0.0,Lion Electric,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Vocational/Cab Chassis,LION8 - Class 8,0.0,Lion Electric,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Refuse,LION8 Refuse ASL and REL - Class 8,0.0,Lion Electric,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Tractor,LION8T - Class 8,0.0,Lion Electric,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
School Bus,LIONA,0.0,Lion Electric,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,24
School Bus,LIONC,0.0,Lion Electric,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,77
School Bus,LIOND,0.0,Lion Electric,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,83
Passenger Van/Shuttle Bus,LIONM,0.0,Lion Electric,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,24
Tractor,Anthem - Class 8,0.0,Mack,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,LR,0.0,Mack,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,LR,0.0,Mack,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,TerraPro Cab Over,0.0,Mack,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,TerraPro Cab Over,0.0,Mack,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Transit Bus,D4000 Commuter Coach,0.0,MCI,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
Transit Bus,D4000 Hybrid Commuter Coach - Class 8,0.0,MCI,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,49
Transit Bus,D4500 Commuter Coach,0.0,MCI,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57
Transit Bus,D4500 Hybrid Commuter Coach - Class 8,0.0,MCI,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,57
Transit Bus,D45 CRT LE CHARGE - Class 8,0.0,MCI,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,54
Transit Bus,J4500e CHARGE - Class 8,0.0,MCI,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,56
Refuse,"Front Loaders: Meridian, Atlantic, Contendor - Class 8",0.0,McNeilus,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,"Rear Loader: Standard, Heavy Duty, Extra Compaction,Tag Axle, Split Body, M2 - Class 8",0.0,McNeilus,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,"Side Loader: AutoReach, Manual/Automated, Zero Radius - Class 8",0.0,McNeilus,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,"Standard, Bridgemaster, Oshkosh S-Series - Class 8",0.0,McNeilus,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Step Van,(various models),0.0,Morgan-Olson,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Transit Bus,Xcelsior 35',0.0,New Flyer,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33
Transit Bus,Xcelsior 35',0.0,New Flyer,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32
Transit Bus,Xcelsior 40',0.0,New Flyer,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
Transit Bus,Xcelsior 40',0.0,New Flyer,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
Transit Bus,Xcelsior 60',0.0,New Flyer,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62
Transit Bus,Xcelsior 60',0.0,New Flyer,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62
Transit Bus,Xcelsior CHARGE 35',0.0,New Flyer,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32
Transit Bus,Xcelsior CHARGE 40',0.0,New Flyer,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
Transit Bus,Xcelsior CHARGE 60',0.0,New Flyer,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61
Transit Bus,Xcelsior CHARGE H2 40',0.0,New Flyer,Hydrogen Fuel Cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
Transit Bus,Xcelsior CHARGE H2 60',0.0,New Flyer,Hydrogen Fuel Cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52
Street Sweeper,Osprey II sweeper,0.0,Nitehawk,Propane - Bi-fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Street Sweeper,Osprey II sweeper,0.0,Nitehawk,Ethanol (E85),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Street Sweeper,Raptor II sweeper,0.0,Nitehawk,CNG - Compressed Natural Gas|Propane - Bi-fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Transit Bus,LFS Artic HEV - Class 8,0.0,Nova Bus,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62
Transit Bus,LFS CNG - Class 8,0.0,Nova Bus,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
Transit Bus,LFSe,0.0,Nova Bus,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
Transit Bus,LFSe+,0.0,Nova Bus,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
Transit Bus,LFS HEV - Class 8,0.0,Nova Bus,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
Vocational/Cab Chassis,E1 Cutaway Chassis,0.0,Optimal-EV,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Passenger Van/Shuttle Bus,S1 LF Low Floor,0.0,Optimal-EV,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,Up to 22
Tractor,T Series terminal,0.0,Orange EV,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,220EV - Class 6,0.0,Peterbilt,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Vocational/Cab Chassis,220EV - Class 7,0.0,Peterbilt,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Vocational/Cab Chassis,520,0.0,Peterbilt,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,520EV - Class 8,0.0,Peterbilt,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Vocational/Cab Chassis,535 - Class 5,0.0,Peterbilt,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic|Manual,0
Vocational/Cab Chassis,536 - Class 6,0.0,Peterbilt,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic|Manual,0
Vocational/Cab Chassis,537 - Class 7,0.0,Peterbilt,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manual|Automatic,0
Vocational/Cab Chassis,548 - Class 8,0.0,Peterbilt,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manual|Automatic,0
TractorVocational/Cab Chassis,567 - Class 8,0.0,Peterbilt,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic|Manual,0
Vocational/Cab ChassisTractor,579,0.0,Peterbilt,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic|Manual,0
Tractor,579EV - Class 8,0.0,Peterbilt,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Transit Bus,ZX5 35-Foot Bus - Class 8,0.0,Proterra,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29
Transit Bus,ZX5+ 35-Foot Bus - Class 8,0.0,Proterra,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29
Transit Bus,ZX5 40-Foot Bus - Class 8,0.0,Proterra,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
Transit Bus,ZX5+ 40-Foot Bus - Class 8,0.0,Proterra,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
Transit Bus,ZX5MAX 40-Foot Bus - Class 8,0.0,Proterra,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40
Pickup,2500/3500 HD,0.0,RAM,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,3500/4500/5500,0.0,RAM,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Street Sweeper,A7 Tornado sweeper - Class 6,0.0,Schwarze Industries,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Street Sweeper,A7 Zephyr sweeper - Class 6,0.0,Schwarze Industries,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Street Sweeper,M6 Avalanche,0.0,Schwarze Industries,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Passenger Van/Shuttle Bus,Allstar 22,0.0,Starcraft,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23
School Bus,E-Quest,0.0,Starcraft,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23
School Bus,E-Quest XL,0.0,Starcraft,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47 or 8 wheelchairs
School Bus,Minotour - Class 4,0.0,Thomas Built,CNG - Compressed Natural Gas|Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30
Passenger Van/Shuttle Bus,Minotour Activity - Class 4,0.0,Thomas Built,CNG - Compressed Natural Gas|Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30
Passenger Van/Shuttle Bus,Saf-T-Liner C2 Activity,0.0,Thomas Built,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,81
School Bus,Saf-T-Liner C2 Jouley,0.0,Thomas Built,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,81
School Bus,Saf-T-Liner HDX - Class 8,0.0,Thomas Built,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90
Passenger Van/Shuttle Bus,Saf-T-Liner HDX Activity - Class 8,0.0,Thomas Built,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90
Passenger Van/Shuttle Bus,Transit-Liner C2,0.0,Thomas Built,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52
Passenger Van/Shuttle Bus,Transit-Liner HDX,0.0,Thomas Built,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54
Tractor,Pro Spotter,0.0,TICO,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Passenger Van/Shuttle Bus,Ford - Odyssey,0.0,Turtle Top,Propane|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25
Passenger Van/Shuttle Bus,Ford - Odyssey XL,0.0,Turtle Top,CNG - Compressed Natural Gas|Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36-49
Passenger Van/Shuttle Bus,Ford - Terra Transit,0.0,Turtle Top,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Up to 34
Passenger Van/Shuttle Bus,Ford - Van Terra,0.0,Turtle Top,CNG - Compressed Natural Gas|Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15-18
Passenger Van/Shuttle Bus,Ford - VT3,0.0,Turtle Top,Propane|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17
Street Sweeper,500x,0.0,TYMCO,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Street Sweeper,600,0.0,TYMCO,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Street Sweeper,HSP,0.0,TYMCO,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Step Van,(various models),0.0,Utilimaster,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Transit Bus,CX45E,0.0,Van Hool,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Up to 56
Tractor,VNR Electric - Class 8,0.0,Volvo,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Step Van,C-Series,0.0,Workhorse,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
